new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location,image_path
2637,4230,Highways,1,Sorbus aria,Whitebeam,14,9,46,Mature,-0.12597,51.527931,"(51.540475, -0.18426)",/content/drive/MyDrive/data/sample_image/2835.png
2638,4435,Highways,1,Sorbus aria,Whitebeam,4,2,9,Young,-0.153785,51.549517,"(51.540475, -0.18426)",/content/drive/MyDrive/data/sample_image/2836.png
2639,4720,Parks,1,Sorbus aria,Whitebeam,12,6,46,Mature,-0.14051,51.551475,"(51.550348, -0.137101)",/content/drive/MyDrive/data/sample_image/2837.png
2640,4721,Parks,1,Sorbus aria,Whitebeam,9,7,40,Mature,-0.198581,51.554763,"(51.550348, -0.137101)",/content/drive/MyDrive/data/sample_image/2838.png
2641,4792,Housing,1,Sorbus aria,Whitebeam,8,5,36,Mature,-0.135025,51.53729,"(51.550348, -0.137101)",/content/drive/MyDrive/data/sample_image/2839.png
2642,5168,Highways,1,Sorbus aria,Whitebeam,10,5,30,Semi-mature,-0.128122,51.523644,"(51.550348, -0.137101)",/content/drive/MyDrive/data/sample_image/2840.png
2643,5338,Highways,1,Sorbus aria,Whitebeam,12,8,35,Semi-mature,-0.124866,51.526694,"(51.553426, -0.138998)",/content/drive/MyDrive/data/sample_image/2841.png
2644,5415,Highways,1,Sorbus aria,Whitebeam,7,3,18,Semi-mature,-0.127179,51.52393,"(51.553426, -0.138998)",/content/drive/MyDrive/data/sample_image/2842.png
2645,5477,Highways,1,Sorbus aria,Whitebeam,9,5,39,Mature,-0.16648,51.54899,"(51.553426, -0.138998)",/content/drive/MyDrive/data/sample_image/2844.png
2646,5564,Highways,1,Sorbus aria,Whitebeam,9,5,39,Mature,-0.139075,51.548756,"(51.552013, -0.189473)",/content/drive/MyDrive/data/sample_image/2845.png
2647,5568,Parks,1,Sorbus aria,Whitebeam,5,3,10,Young,-0.147458,51.546398,"(51.552013, -0.189473)",/content/drive/MyDrive/data/sample_image/2846.png
2648,5584,Parks,1,Sorbus aria,Whitebeam,5,4,18,Mature,-0.197761,51.555165,"(51.552013, -0.189473)",/content/drive/MyDrive/data/sample_image/2847.png
2649,5593,Highways,1,Sorbus aria,Whitebeam,11,9,34,Semi-mature,-0.124666,51.522238,"(51.552013, -0.189473)",/content/drive/MyDrive/data/sample_image/2848.png
2650,5643,Housing,1,Sorbus aria,Whitebeam,10,10,51,Mature,-0.139751,51.529081,"(51.522362, -0.124819)",/content/drive/MyDrive/data/sample_image/2849.png
2651,5727,Highways,1,Sorbus aria,Whitebeam,5,6,25,Mature,-0.203298,51.554283,"(51.522362, -0.124819)",/content/drive/MyDrive/data/sample_image/2850.png
2652,5819,Housing,1,Sorbus aria,Whitebeam,10,9,50,Mature,-0.175793,51.541036,"(51.522362, -0.124819)",/content/drive/MyDrive/data/sample_image/2851.png
2653,5951,Housing,1,Sorbus aria,Whitebeam,2.5,2,10,Semi-mature,-0.14972,51.550707,"(51.522362, -0.124819)",/content/drive/MyDrive/data/sample_image/2852.png
2654,6217,Housing,1,Sorbus aria,Whitebeam,10,7,50,Semi-mature,-0.14875,51.551406,"(51.555244, -0.145295)",/content/drive/MyDrive/data/sample_image/2853.png
2655,6523,Housing,1,Sorbus aria,Whitebeam,6,2,10,Semi-mature,-0.135408,51.537172,"(51.555244, -0.145295)",/content/drive/MyDrive/data/sample_image/2854.png
2656,6578,Parks,1,Sorbus aria,Whitebeam,9,9,47,Mature,-0.133086,51.546206,"(51.555244, -0.145295)",/content/drive/MyDrive/data/sample_image/2856.png
2657,6625,Highways,1,Sorbus aria,Whitebeam,7,4,42,Mature,-0.14051,51.547315,"(51.546358, -0.148699)",/content/drive/MyDrive/data/sample_image/2857.png
2658,6660,Housing,1,Sorbus aria,Whitebeam,9,6,33,Mature,-0.14612,51.555118,"(51.546358, -0.148699)",/content/drive/MyDrive/data/sample_image/2858.png
2659,6704,Housing,1,Sorbus aria,Whitebeam,10,6,34,Mature,-0.15155,51.552169,"(51.546358, -0.148699)",/content/drive/MyDrive/data/sample_image/2859.png
2660,6712,Housing,1,Sorbus aria,Whitebeam,6,4,19,Semi-mature,-0.130322,51.531804,"(51.546358, -0.148699)",/content/drive/MyDrive/data/sample_image/2860.png
2661,6806,Highways,1,Sorbus aria,Whitebeam,6,4,17,Semi-mature,-0.153247,51.545914,"(51.543049, -0.193479)",/content/drive/MyDrive/data/sample_image/2861.png
2662,6829,Housing,1,Sorbus aria,Whitebeam,12,7,34,Mature,-0.146338,51.554776,"(51.543049, -0.193479)",/content/drive/MyDrive/data/sample_image/2862.png
2663,7034,Highways,1,Sorbus aria,Whitebeam,6,4,34,Semi-mature,-0.140083,51.543243,"(51.543049, -0.193479)",/content/drive/MyDrive/data/sample_image/2863.png
2664,7045,Highways,1,Sorbus aria,Whitebeam,6,4,38,Mature,-0.137785,51.553289,"(51.528353, -0.124299)",/content/drive/MyDrive/data/sample_image/2865.png
2665,7089,Highways,1,Sorbus aria,Whitebeam,12,7,32,Mature,-0.125203,51.528269,"(51.528353, -0.124299)",/content/drive/MyDrive/data/sample_image/2866.png
2666,7174,Housing,1,Sorbus aria,Whitebeam,6,6,25,Semi-mature,-0.19297,51.539919,"(51.528353, -0.124299)",/content/drive/MyDrive/data/sample_image/2867.png
2667,7364,Parks,1,Sorbus aria,Whitebeam,6,4,16,Semi-mature,-0.14745,51.546361,"(51.528353, -0.124299)",/content/drive/MyDrive/data/sample_image/2868.png
30,10888,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,15,Semi-mature,-0.14262,51.540368,"(51.540368, -0.14262)",/content/drive/MyDrive/data/sample_image/30.png
234,6457,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,11,Young,-0.171309,51.549135,"(51.549135, -0.171309)",/content/drive/MyDrive/data/sample_image/234.png
260,20623,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,11,Young,-0.171703,51.544311,"(51.544311, -0.171703)",/content/drive/MyDrive/data/sample_image/260.png
305,17289,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,3,12,Semi-mature,-0.12536,51.515054,"(51.515054, -0.12536)",/content/drive/MyDrive/data/sample_image/305.png
371,13473,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,5,9,Semi-mature,-0.209847,51.558474,"(51.558474, -0.209847)",/content/drive/MyDrive/data/sample_image/371.png
540,5013,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,15,Semi-mature,-0.136104,51.553117,"(51.553117, -0.136104)",/content/drive/MyDrive/data/sample_image/540.png
554,17099,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,5,25,Semi-mature,-0.121498,51.52787,"(51.52787, -0.121498)",/content/drive/MyDrive/data/sample_image/554.png
620,7799,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,2,10,Semi-mature,-0.146377,51.543256,"(51.543256, -0.146377)",/content/drive/MyDrive/data/sample_image/620.png
687,11136,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,2,11,Semi-mature,-0.14167,51.555047,"(51.555047, -0.14167)",/content/drive/MyDrive/data/sample_image/687.png
893,6104,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,20,Semi-mature,-0.160967,51.554996,"(51.554996, -0.160967)",/content/drive/MyDrive/data/sample_image/893.png
894,12808,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,4,15,Semi-mature,-0.199443,51.553418,"(51.553418, -0.199443)",/content/drive/MyDrive/data/sample_image/894.png
954,11138,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",7,4,14,Semi-mature,-0.123701,51.519607,"(51.519607, -0.123701)",/content/drive/MyDrive/data/sample_image/954.png
2668,302,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,13,Semi-mature,-0.151699,51.549093,"(51.549093, -0.151699)",/content/drive/MyDrive/data/sample_image/2869.png
2669,376,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,2,9,Semi-mature,-0.148445,51.565878,"(51.565878, -0.148445)",/content/drive/MyDrive/data/sample_image/2870.png
2670,479,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",7,4,25,Semi-mature,-0.146107,51.547956,"(51.547956, -0.146107)",/content/drive/MyDrive/data/sample_image/2871.png
2671,541,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,2,8,Young,-0.145478,51.554495,"(51.554495, -0.145478)",/content/drive/MyDrive/data/sample_image/2872.png
2672,585,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,27,Semi-mature,-0.148331,51.550809,"(51.550809, -0.148331)",/content/drive/MyDrive/data/sample_image/2873.png
2673,725,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,4,32,Semi-mature,-0.156203,51.549163,"(51.549163, -0.156203)",/content/drive/MyDrive/data/sample_image/2874.png
2674,777,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",12,4,31,Mature,-0.121183,51.527936,"(51.527936, -0.121183)",/content/drive/MyDrive/data/sample_image/2875.png
2675,859,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,6,19,Mature,-0.130838,51.534615,"(51.534615, -0.130838)",/content/drive/MyDrive/data/sample_image/2876.png
2676,923,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,2,15,Semi-mature,-0.140129,51.528963,"(51.528963, -0.140129)",/content/drive/MyDrive/data/sample_image/2877.png
2677,928,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",11,5,24,Semi-mature,-0.125183,51.527968,"(51.527968, -0.125183)",/content/drive/MyDrive/data/sample_image/2878.png
2678,935,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,13,Semi-mature,-0.1739,51.540073,"(51.540073, -0.1739)",/content/drive/MyDrive/data/sample_image/2879.png
2679,1005,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",12,6,27,Mature,-0.191956,51.538674,"(51.538674, -0.191956)",/content/drive/MyDrive/data/sample_image/2880.png
2680,1224,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,5,31,Semi-mature,-0.126109,51.527476,"(51.527476, -0.126109)",/content/drive/MyDrive/data/sample_image/2881.png
2681,1324,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,18,Semi-mature,-0.152056,51.547931,"(51.547931, -0.152056)",/content/drive/MyDrive/data/sample_image/2882.png
2682,1369,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,11,Semi-mature,-0.140647,51.544797,"(51.544797, -0.140647)",/content/drive/MyDrive/data/sample_image/2883.png
2683,1491,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",14,6,34,Mature,-0.135629,51.535826,"(51.535826, -0.135629)",/content/drive/MyDrive/data/sample_image/2884.png
2684,1527,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",12,4,27,Semi-mature,-0.138206,51.527746,"(51.527746, -0.138206)",/content/drive/MyDrive/data/sample_image/2885.png
2685,1957,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,13,Semi-mature,-0.174145,51.558465,"(51.558465, -0.174145)",/content/drive/MyDrive/data/sample_image/2886.png
2686,1961,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,5,9,Semi-mature,-0.161766,51.549735,"(51.549735, -0.161766)",/content/drive/MyDrive/data/sample_image/2887.png
2687,2072,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,2,14,Semi-mature,-0.147397,51.565665,"(51.565665, -0.147397)",/content/drive/MyDrive/data/sample_image/2888.png
2688,2082,Parks,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,14,Semi-mature,-0.143014,51.56815,"(51.56815, -0.143014)",/content/drive/MyDrive/data/sample_image/2890.png
2689,2123,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,2,9,Young,-0.132827,51.534266,"(51.534266, -0.132827)",/content/drive/MyDrive/data/sample_image/2892.png
2690,2477,Parks,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,11,Semi-mature,-0.142905,51.56817,"(51.56817, -0.142905)",/content/drive/MyDrive/data/sample_image/2893.png
2691,2504,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,2,13,Semi-mature,-0.135922,51.553175,"(51.553175, -0.135922)",/content/drive/MyDrive/data/sample_image/2894.png
2692,2615,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,3,9,Semi-mature,-0.1462,51.546128,"(51.546128, -0.1462)",/content/drive/MyDrive/data/sample_image/2895.png
2693,2699,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,4,16,Semi-mature,-0.135719,51.532409,"(51.532409, -0.135719)",/content/drive/MyDrive/data/sample_image/2896.png
2694,2744,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",1,5,24,Mature,-0.128431,51.547011,"(51.547011, -0.128431)",/content/drive/MyDrive/data/sample_image/2897.png
2695,2827,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,16,Semi-mature,-0.134939,51.537446,"(51.537446, -0.134939)",/content/drive/MyDrive/data/sample_image/2898.png
2696,2937,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",13,4,22,Semi-mature,-0.140157,51.523787,"(51.523787, -0.140157)",/content/drive/MyDrive/data/sample_image/2899.png
2697,2954,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,2,11,Semi-mature,-0.1471,51.544005,"(51.544005, -0.1471)",/content/drive/MyDrive/data/sample_image/2900.png
2698,3010,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",7,4,18,Semi-mature,-0.198187,51.557639,"(51.557639, -0.198187)",/content/drive/MyDrive/data/sample_image/2901.png
2699,3387,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,2,12,Semi-mature,-0.17187,51.555844,"(51.555844, -0.17187)",/content/drive/MyDrive/data/sample_image/2902.png
2700,3976,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,12,Young,-0.149805,51.543967,"(51.543967, -0.149805)",/content/drive/MyDrive/data/sample_image/2903.png
2701,4193,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,3,19,Semi-mature,-0.1417,51.566331,"(51.566331, -0.1417)",/content/drive/MyDrive/data/sample_image/2904.png
2702,4246,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,5,24,Semi-mature,-0.182729,51.54084,"(51.54084, -0.182729)",/content/drive/MyDrive/data/sample_image/2905.png
2703,4277,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,18,Semi-mature,-0.147673,51.564413,"(51.564413, -0.147673)",/content/drive/MyDrive/data/sample_image/2906.png
2704,4314,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,4,20,Semi-mature,-0.138412,51.527899,"(51.527899, -0.138412)",/content/drive/MyDrive/data/sample_image/2907.png
2705,4362,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",7,3,15,Semi-mature,-0.194884,51.547363,"(51.547363, -0.194884)",/content/drive/MyDrive/data/sample_image/2908.png
2706,4497,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,4,18,Semi-mature,-0.124491,51.523752,"(51.523752, -0.124491)",/content/drive/MyDrive/data/sample_image/2909.png
2707,4545,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,5,21,Semi-mature,-0.13131,51.531749,"(51.531749, -0.13131)",/content/drive/MyDrive/data/sample_image/2910.png
2708,4600,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,6,18,Mature,-0.117333,51.519165,"(51.519165, -0.117333)",/content/drive/MyDrive/data/sample_image/2911.png
2709,4704,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,15,Young,-0.138401,51.527884,"(51.527884, -0.138401)",/content/drive/MyDrive/data/sample_image/2912.png
2710,5029,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,3,11,Young,-0.175221,51.558723,"(51.558723, -0.175221)",/content/drive/MyDrive/data/sample_image/2914.png
2711,5079,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,4,20,Semi-mature,-0.135239,51.532376,"(51.532376, -0.135239)",/content/drive/MyDrive/data/sample_image/2915.png
2712,5197,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,14,Semi-mature,-0.179623,51.556576,"(51.556576, -0.179623)",/content/drive/MyDrive/data/sample_image/2916.png
2713,5519,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",7,3,21,Mature,-0.135307,51.537198,"(51.537198, -0.135307)",/content/drive/MyDrive/data/sample_image/2917.png
2714,5609,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,1,13,Semi-mature,-0.143441,51.548137,"(51.548137, -0.143441)",/content/drive/MyDrive/data/sample_image/2918.png
2715,5665,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,4,41,Semi-mature,-0.145321,51.546113,"(51.546113, -0.145321)",/content/drive/MyDrive/data/sample_image/2919.png
2716,5823,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",7,3,10,Young,-0.131257,51.528137,"(51.528137, -0.131257)",/content/drive/MyDrive/data/sample_image/2920.png
2717,5840,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,5,41,Mature,-0.131939,51.542802,"(51.542802, -0.131939)",/content/drive/MyDrive/data/sample_image/2921.png
2718,5922,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,2,12,Semi-mature,-0.15178,51.548983,"(51.548983, -0.15178)",/content/drive/MyDrive/data/sample_image/2922.png
2719,6034,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,3,12,Semi-mature,-0.208836,51.558864,"(51.558864, -0.208836)",/content/drive/MyDrive/data/sample_image/2924.png
2720,6145,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",5,3,12,Semi-mature,-0.147487,51.56603,"(51.56603, -0.147487)",/content/drive/MyDrive/data/sample_image/2925.png
2721,6186,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,6,22,Semi-mature,-0.131149,51.53161,"(51.53161, -0.131149)",/content/drive/MyDrive/data/sample_image/2926.png
2722,6208,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,6,31,Mature,-0.138,51.536082,"(51.536082, -0.138)",/content/drive/MyDrive/data/sample_image/2927.png
2723,6304,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,15,Semi-mature,-0.145462,51.55715,"(51.55715, -0.145462)",/content/drive/MyDrive/data/sample_image/2928.png
2724,6409,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",8,3,30,Semi-mature,-0.143546,51.548694,"(51.548694, -0.143546)",/content/drive/MyDrive/data/sample_image/2929.png
2725,6533,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",12,3,16,Semi-mature,-0.127887,51.546944,"(51.546944, -0.127887)",/content/drive/MyDrive/data/sample_image/2930.png
2726,6562,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,4,26,Semi-mature,-0.13096,51.528206,"(51.528206, -0.13096)",/content/drive/MyDrive/data/sample_image/2931.png
2727,6648,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",10,4,30,Semi-mature,-0.120769,51.527996,"(51.527996, -0.120769)",/content/drive/MyDrive/data/sample_image/2933.png
2728,6710,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",9,4,27,Semi-mature,-0.141611,51.566346,"(51.566346, -0.141611)",/content/drive/MyDrive/data/sample_image/2934.png
2729,6792,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,6,19,Mature,-0.130709,51.534562,"(51.534562, -0.130709)",/content/drive/MyDrive/data/sample_image/2935.png
2730,6923,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,1.5,8,Young,-0.127955,51.535251,"(51.535251, -0.127955)",/content/drive/MyDrive/data/sample_image/2936.png
2731,7061,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,13,Semi-mature,-0.144468,51.544383,"(51.544383, -0.144468)",/content/drive/MyDrive/data/sample_image/2937.png
2732,7117,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,30,Mature,-0.136829,51.550415,"(51.550415, -0.136829)",/content/drive/MyDrive/data/sample_image/2938.png
2733,7128,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,2,12,Semi-mature,-0.143532,51.559173,"(51.559173, -0.143532)",/content/drive/MyDrive/data/sample_image/2939.png
2734,7138,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,4,15,Semi-mature,-0.143626,51.554445,"(51.554445, -0.143626)",/content/drive/MyDrive/data/sample_image/2940.png
2735,7414,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,2,11,Semi-mature,-0.146347,51.561784,"(51.561784, -0.146347)",/content/drive/MyDrive/data/sample_image/2942.png
2736,7797,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,12,Semi-mature,-0.137751,51.547743,"(51.547743, -0.137751)",/content/drive/MyDrive/data/sample_image/2943.png
2737,21857,Parks,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,2,9,Young,-0.162253,51.551805,"(51.551805, -0.162253)",/content/drive/MyDrive/data/sample_image/2944.png
2738,21985,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,12,Semi-mature,-0.11871,51.527371,"(51.527371, -0.11871)",/content/drive/MyDrive/data/sample_image/2945.png
2739,21986,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",4,3,10,Young,-0.130641,51.534041,"(51.534041, -0.130641)",/content/drive/MyDrive/data/sample_image/2946.png
2740,22005,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",7.5,4,14,Young,-0.131624,51.53175,"(51.53175, -0.131624)",/content/drive/MyDrive/data/sample_image/2947.png
2741,22088,Housing,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,13,Semi-mature,-0.141041,51.563236,"(51.563236, -0.141041)",/content/drive/MyDrive/data/sample_image/2948.png
2742,22104,Highways,1,Sorbus aucuparia,"Rowan, Mountain Ash",6,3,15,Semi-mature,-0.205146,51.554609,"(51.554609, -0.205146)",/content/drive/MyDrive/data/sample_image/2949.png
